"ID";"BORN";"DEAD";"DEAD_CAUSE";"LAST_ACTION";"MAX_SIZE";"MAX_HEALTH";"MAX_ENERGY";"MITOSIS_HEAT";"LIVE_TIME";"STRENGTH";"VIEW";"SPEED";"VORACITY";"MIN_HEALTH";"MIN_ENERGY";"CROSS_HEAT";"FEAR";"GLUTTONY";"CAREFULNESS";"SLOTH";"NUTR_1_ID";"NUTR_1_%";"NUTR_2_ID";"NUTR_2_%";"NUTR_3_ID";"NUTR_3_%";"FOOD_1_ID";"FOOD_1_%";"FOOD_2_ID";"FOOD_2_%";"FOOD_3_ID";"FOOD_3_%";"IS_HERBIVORE";"IS_CARNIVORE"
10;0;36;hungry;Alimentation;28.51924117045554;92.14290262607484;484.60863471771984;212.242089820177;794.7444222036761;103.95140500344134;157.39090197747015;1.5998820673647618;7.2530197307408875;0.6194675646439386;0.6641964656183845;0.46156890559234554;0.2281476566151035;0.5127531539669007;0.39094790408691393;0.4839126224058362;4;16.086169305537883;6;41.824444782984635;7;42.089385911477486;1;9.736549091594032;2;21.688483374690236;3;68.57496753371574;True;False
17;0;52;hungry;Alimentation;44.925946115438144;98.20064361971636;505.63834680882957;188.66738427755973;806.2143659506212;100.32949089295494;152.98126063101594;2.050902267920655;6.051991186301077;0.49873154737905695;0.5341391942660194;0.41017535563931196;0.1469624439929026;0.5563802067976256;0.5594475070831342;0.5921577596203446;4;24.586570287688406;6;38.51640455539796;7;36.89702515691364;1;21.11781452877383;2;7.960519865179096;3;70.92166560604709;True;False
2;0;55;hungry;Alimentation;43.663006647164636;119.70578231351232;546.5889803426705;194.14810166809477;789.9809429568635;109.64372152203627;158.66553739833984;3.193155918669844;6.2475732800172565;0.36511543570261273;0.5002153441449793;0.5901650337916791;0.13268874968785604;0.5193672997176728;0.5402234765158598;0.7158218661712605;4;21.842234726749133;6;39.43882945702839;7;38.71893581622249;1;21.09466039492912;2;22.18841026024195;3;56.71692934482891;True;False
11;0;72;hungry;Alimentation;22.02521594726872;128.50037640934644;461.89787342025767;195.5371572455046;849.4073941656088;108.20202930229212;168.1625335827568;3.1076731788119494;5.041602937730293;0.7006979059948195;0.4846692814763036;0.5152867329671053;0.15535874708442413;0.6107922193923048;0.43768414183340687;0.4045091616208852;4;26.422113306668304;6;37.57073722653367;7;36.007149466798005;1;24.614135846291994;2;4.04387579315526;3;71.34198836055275;True;False
5;0;102;hungry;Alimentation;33.775601262939276;114.60387012583654;528.8663513173717;183.9513496908305;803.1636931919724;108.04077077464449;163.09362593525262;1;4.594927761407748;0.45251806715939996;0.6494088676339034;0.44611239283360826;0.08870471702797669;0.5192771697963805;0.7199582784700884;0.5508430367225733;4;24.38083096231936;6;40.76271856744905;7;34.8564504702316;1;25.50945643919733;2;26.124396662842685;3;48.36614689795997;True;False
12;0;106;hungry;Alimentation;38.378539806101735;89.12299098475464;497.48398162795985;186.90245357334626;827.9735962332004;109.76486660974024;131.83455800800914;1.2686815937533704;4.724065941336842;0.6701987128361584;0.46478548382607576;0.5817639556080454;0.01;0.5064524251785567;0.5411875760514562;0.7140787271704787;4;18.784946437206987;6;43.436299190587484;7;37.778754372205526;1;19.445263424366193;2;7.811173032914163;3;72.74356354271966;True;False
7;0;120;hungry;Alimentation;28.221743704160595;95.79554710232617;487.6994456400015;194.19734880507806;828.0446907903893;97.66266419584771;153.4849608735264;2.375944207588461;3.681078940910467;0.4267052720994199;0.5125608858395606;0.5655147732924442;0.16032327370803706;0.46312071784059694;0.5947868128659992;0.6185228824824944;4;16.764579227847477;6;46.131240201898684;7;37.104180570253845;1;28.390674086363553;2;3.3475005483026656;3;68.26182536533379;True;False
14;0;140;hungry;Alimentation;38.16557874627961;80.77537810749071;508.59432816257015;213.50517058809083;773.0743819595959;117.88410000387626;179.39162512245196;1;3.713505739406123;0.5433216545493142;0.47839619564092073;0.6438188571968384;0.01;0.484270600927481;0.3740530046806525;0.4053438777800383;4;24.029097474689216;6;39.94703512660669;7;36.0238673987041;1;26.120630303110175;2;7.089446038166815;3;66.78992365872301;True;False
0;0;283;hungry;Alimentation;27.323292462392246;95.11279474993042;463.69918407080604;206.42409382326952;832.8893618771801;97.68275328500914;130.85254367176762;1.7168943249036823;3.81534012993483;0.49462710409640726;0.5852318854667024;0.41212250930461813;0.01;0.5576478824897505;0.45323881825202506;0.447405607759878;4;21.7567961158576;6;36.44162769808319;7;41.801576186059215;1;26.325421904501045;2;13.502323949763046;3;60.17225414573591;True;False
31;651;742;hungry;Scape;32.411047814959005;89.0269324175486;500.34894475787667;192.50968034666664;710.9946096140774;91.67129566925406;134.42931590479694;1;5.494097105667127;0.39895467039220667;0.47947631254290624;0.4298765686369465;0.2741211275939033;0.5795944320905002;0.42382536362826434;0.6202488192728478;4;16.564106082347188;6;45.03427065405041;7;38.4016232636024;1;30.528750925485156;2;16.498525961931616;3;52.97272311258323;True;False
19;0;774;old;Scape;27.434126353353403;86.79847834755198;525.318312695626;212.26210957878789;774.3677432393098;107.25572364760822;157.8563534720014;1;1.2364758556116913;0.4116282211046184;0.551587630162803;0.5065001068262962;0.043170509508842575;0.5124959234658811;0.3908343420996891;0.48055295657529223;4;16.3222065391816;6;46.38919454051856;7;37.28859892029985;1;43.54964123781857;2;0.8418366927851423;3;55.608522069396294;True;False
16;0;776;old;Alimentation;30.984207256396648;95.19883776485767;490.8704479489252;195.75592772998792;776.3666839052437;113.13372480309991;161.0071248814778;3.0946359741625136;1;0.3947636029397911;0.5707942673750908;0.47821866609430497;0.01;0.4900604890064845;0.537886579337544;0.4187668101621096;4;19.376476493796915;6;44.52145046098942;7;36.102073045213665;1;21.859736716704685;2;20.241218910827847;3;57.899044372467465;True;False
3;0;779;old;Scape;36.20610040307017;109.02798290231335;477.27180963521766;187.33013776971225;778.8792660079587;112.48353098483483;167.72102827933324;2.8760640146441725;4.282120031092559;0.5606532720505898;0.5964671848211922;0.510940115943185;0.011952663230180377;0.5064680466993761;0.4556599583019689;0.5644373085154534;4;18.489487792715416;6;43.31681274268381;7;38.193699464600776;1;33.14707832210978;2;15.315352943595844;3;51.53756873429438;True;False
9;0;783;old;Reproduction;39.11161158548314;90.49837425540652;494.3123645542892;227.81251188918026;783.5179535655243;93.76881389222895;147.48486643852152;3.7588185380701624;3.1582437926168168;0.5730358278977601;0.6667850070142989;0.5081591338465845;0.18907361482186952;0.3466866149030253;0.6051158682676585;0.6827132236165327;4;22.722283749670076;6;38.35050372095271;7;38.92721252937722;1;23.40491526464897;2;17.459695277474097;3;59.13538945787694;True;False
1;0;791;old;Alimentation;35.19475715468052;100.36178737972322;484.14003712081285;206.6046650120298;790.2884660602136;109.47074511952786;178.24013579021312;2.054569533469798;2.5453797958226394;0.3136865373316087;0.5590588449171746;0.4002842831677482;0.32612001959543446;0.49944810307759935;0.3815494213265225;0.55942992871926;4;22.51612694406408;6;39.473705372200556;7;38.01016768373536;1;32.004569614275766;2;16.05084324371387;3;51.94458714201037;True;False
13;0;806;old;Alimentation;33.4565100233629;110.50163001944935;476.8668521212052;205.26402379577365;805.4454732151627;90.34601358948805;167.3549254767156;1.5956729161864014;1.3660900735515378;0.569992556446463;0.556625032564994;0.39009482385185534;0.20384082298666933;0.4805770349111225;0.4273987115313018;0.43004184487531333;4;19.982098997856824;6;42.94956900526417;7;37.068331996878996;1;38.07729146667636;2;0.8821724715243059;3;61.040536061799344;True;False
15;0;809;old;Alimentation;39.38567091143565;95.67448700255744;515.0135965430717;198.47748186561236;808.9648560697578;103.0068381341193;146.19484076020746;2.6507928387113946;3.4598095648142464;0.37959399367032015;0.4917118305997995;0.3941409302107021;0.15660544342038962;0.5409237336968654;0.46306512731814475;0.5549693079751454;4;22.990984540994177;6;43.85919844478262;7;33.149817014223196;1;30.031787677567273;2;10.257610047518952;3;59.71060227491378;True;False
18;0;814;old;Explore;37.297492745527926;80.44680449478938;513.0934973389524;205.82480216639374;813.6579875322975;114.18747894239118;165.28457300620622;3.9199763636143024;1.2505480636706987;0.45192607009735347;0.49665995606511537;0.29458820735547486;0.01;0.5489685449928176;0.38866576016196275;0.4336031621034416;4;19.130599493317714;6;39.80117304494423;7;41.06822746173806;1;34.01684336360034;2;4.624655945915215;3;61.358500690484455;True;False
8;0;821;old;Scape;39.47288327733206;89.75646204581507;490.58105336478167;214.90701496824607;820.5875808391879;114.14194954770201;156.54926097726266;1.2024031447097379;3.0745592760172533;0.4641592251144147;0.4187281779065769;0.5171872079460855;0.01;0.5268435081885168;0.64006670159716;0.5643607869405308;4;26.550027953486893;6;36.71132147381411;7;36.73865057269899;1;23.475420132856723;2;14.034462233031878;3;62.4901176341114;True;False
6;0;828;old;Scape;31.958966017939215;105.20254761005552;473.58892238257823;192.28970192864708;827.9070126636366;109.10793050684842;164.95484783102734;4.869489722746781;2.099515381497426;0.6219758916501285;0.5020147765403418;0.6555925236256344;0.05373129493723093;0.48561037918402256;0.5947249728329973;0.5956010262746183;4;18.86483076907237;6;44.883773724490325;7;36.2513955064373;1;26.978098058593798;2;16.520431512257915;3;56.50147042914829;True;False
4;0;841;old;Scape;37.5856728827708;100.98974824508213;488.28019022304983;177.4692939092438;841.1880526182683;106.17465326517421;142.38497701789635;1.6348676908179143;3.4406635092087208;0.369145016053676;0.41085065470190063;0.5454653699527072;0.11457119856152384;0.4251277641274514;0.5627105416275786;0.47266247930197125;4;21.07126914201272;6;43.5435479407393;7;35.38518291724797;1;38.64161012324534;2;6.49283874164613;3;54.865551135108525;True;False
29;601;987;hungry;Alimentation;42.83444782007645;90.9235149796724;496.85630997286967;176.8106948647807;806.8993764165773;128.88786484274272;147.70914679799978;5.838559253212919;7.295741990357909;0.5856340917944018;0.5816566286187188;0.6658920884991301;0.01;0.5389183828097125;0.6812843303379824;0.40908689382437396;4;17.40611823745082;6;43.2767764946826;7;39.317105267866566;1;22.651406181903717;2;18.113346499654927;3;59.23524731844137;True;False
27;361;1149;old;Alimentation;37.38946875481494;90.75641169293594;516.5406288717302;194.7478023385901;788.1677786691683;99.91019785945385;135.63141079603196;1;1.8391511199760513;0.3255501892619803;0.7957942960721713;0.4560304523061593;0.3463062110230968;0.45158360489694116;0.6483344416405554;0.6267172967093141;4;23.762369966519394;6;37.21602978623149;7;39.021600247249125;1;29.234796631947862;2;4.314867642460155;3;66.450335725592;True;False
25;353;1156;old;Scape;32.05388714063848;104.89136922067856;463.6086127390048;185.35604809590353;801.9199176087416;104.27472392053637;174.31075738880648;3.2821676240461723;2.8629489707939575;0.5953197186097877;0.47856660735635453;0.7283695383294562;0.04021514499068336;0.5021371411223696;0.5527220344244149;0.7055983628531284;4;16.626115996348087;6;46.935030381541125;7;36.4388536221108;1;27.07545462062847;2;14.539232675560093;3;58.38531270381143;True;False
26;360;1180;old;Scape;39.345973764142535;99.31064407917108;542.4252040208016;202.7479959568348;820.9406804884858;101.97783872719307;169.0701663885595;2.9807769173885093;1;0.3223691411840971;0.4009407078706845;0.35364378348247616;0.01;0.5341590529979212;0.5559005490959595;0.3849199354172846;4;16.247490132868307;6;38.859017428312654;7;44.89349243881904;1;32.971271070766626;2;7.570045385037343;3;59.458683544196035;True;False
20;700;1220;hungry;Explore;23.189818127576487;185.54096288340708;796.4735535878154;260.1698755341961;786.7111592334736;12.026716741184057;157.32374263151434;1.1029580436761461;3.3400110386505477;0.30514386459343457;0.5615726768321748;0.5355898633085725;0.9076933834717339;0.5593750301435004;0.513487608998504;0.4013763941539746;4;40.05588520880281;5;49.62425720400142;6;10.319857587195765;4;17.924497439410587;6;35.678495914605996;7;46.39700664598342;False;True
28;531;1320;old;Scape;53.03108196488435;83.85894077173339;534.1372846018046;226.8859407704109;788.7488496150949;103.36451929279505;163.9070790402785;5.840697499973943;1;0.5253111659229083;0.5924376771608919;0.6100579512364046;0.22233432540411613;0.480102724382944;0.535108574667665;0.5280006332699184;4;18.72281867442976;6;39.54682634604578;7;41.730354979524456;1;31.49186189749791;2;18.717964358008533;3;49.79017374449356;True;False
32;657;1419;old;Alimentation;28.710937101724358;95.74048519477407;509.5553598916661;211.99389907270094;761.162601258053;102.32429589363595;173.8511696000288;1;1;0.59380279780463;0.4960978070056851;0.6471636257266047;0.01;0.5132181657312138;0.4280308208697253;0.5066078053456349;4;29.208559336338;6;39.237301345952275;7;31.554139317709723;1;24.73539114809479;2;3.837693507792144;3;71.42691534411306;True;False
